cartodb_id,bbl,tract_10,sba_name,ccd_name,cd_name,boro_name,city_name,tax_delinquency,ser_violation,assessed_value,owner_name,res_units,year_built,buildings,net_inc_sqft,gross_exp_sqft,standard_address,inc_tar_info,inc_tar_units_0bed,inc_tar_units_1bed,inc_tar_units_2bed,inc_tar_units_3bed,inc_tar_units_4bed,floodplain_flag,applied_filters,BBL,latitude,longitude
9520527,3033310036,36047039900,Bushwick,City Council District 34,BK 04 - Bushwick,Brooklyn,New York City,1.0,1.0,1339200,1041 BUSHWICK AVE ASSS,47.0,1924.0,1.0,7.4,6.7,1041 Bushwick Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3033310036.0,40.6912955,-73.9206576
9566912,3033320047,36047041700,Bushwick,City Council District 34,BK 04 - Bushwick,Brooklyn,New York City,1.0,1.0,3957300,GATES PLAZA HDFC,83.0,2008.0,1.0,15.1,9.4,1255 Gates Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3033320047.0,40.6933006,-73.9186827
9567093,3033330033,36047041700,Bushwick,City Council District 37,BK 04 - Bushwick,Brooklyn,New York City,1.0,,1576350,"GATES GARDENS HOUSING DEVELOPMENT FUND C OMPANY, IN",60.0,2004.0,1.0,,,1349 Gates Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3033330033.0,40.6953358,-73.9167941
9523965,3034170001,36047041300,Bushwick,City Council District 37,BK 04 - Bushwick,Brooklyn,New York City,1.0,,1211850,OZZIE WILSON HOUSING DEVELOPMENT FUND CO RPORATION,67.0,2006.0,1.0,5.7,9.9,575 Central Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3034170001.0,40.6896571,-73.9097481
9573705,3034440016,36047040300,Bushwick,City Council District 37,BK 04 - Bushwick,Brooklyn,New York City,1.0,,3631500,MOFFAT GARDENS HOUSING DEVMT FD CO,,2010.0,1.0,,,22 Moffat Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3034440016.0,40.6835445,-73.9098105
9576637,3034460001,36047041100,Bushwick,City Council District 37,BK 04 - Bushwick,Brooklyn,New York City,1.0,1.0,4905900,ST THMS EP SNR CTZNHDFC,103.0,1982.0,1.0,,,751 Evergreen Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3034460001.0,40.6860073,-73.9072615
9574580,3034870021,36047114201,East New York/Starrett City,City Council District 37,BK 05 - East New York/Starrett City,Brooklyn,New York City,1.0,,2027250,CYPRESS HILLS SENIOR HOUSING DEVELOPMENT  FUND,54.0,2016.0,1.0,13.1,9.9,137 Jamaica Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3034870021.0,40.6797335,-73.8953004
9526308,3035310025,36047090000,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,,469350,SUTTER HOUSES ASSCO,21.0,1925.0,1.0,7.2,11.2,26 Sutter Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3035310025.0,40.6651853,-73.9218313
9526604,3035090001,36047090000,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,,695250,SUTTER HOUSES ASSOCIATES LP,39.0,1930.0,1.0,7.8,9.9,701 Ralph Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3035090001.0,40.6656218,-73.9220687
9526680,3035090064,36047090000,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,,688500,SUTTER HOUSES ASSOCIATES LP,39.0,1930.0,1.0,6.4,10.5,29 Sutter Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3035090064.0,40.6656765,-73.9217082
9526309,3035310028,36047090000,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,1.0,527400,SUTTER HOUSES ASSCO,25.0,1925.0,1.0,,,32 Sutter Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3035310028.0,40.6652181,-73.9216114
9526738,3035110068,36047090000,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,1.0,668250,HOWARD AVENUE ASSOCIATES,20.0,1930.0,1.0,9.0,5.3,648 Howard Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3035110068.0,40.6661858,-73.9199197
9575473,3035110072,36047090000,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,,900900,HOWARD AVENUE ASSOCIATES,31.0,1920.0,1.0,9.7,4.3,660 Howard Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3035110072.0,40.6659524,-73.9198587
9575672,3035330031,36047090000,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,1.0,834300,HOWARD AVENUE ASSOCIATES,44.0,1922.0,1.0,7.5,7.6,60 Sutter Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3035330031.0,40.6654421,-73.9201044
9527052,3035330040,36047090000,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,1.0,453600,HOWARD AVENUE ASSOCIATES,28.0,1930.0,1.0,6.3,6.6,676 Howard Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3035330040.0,40.6653787,-73.9197188
9527051,3035330037,36047090000,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,1.0,634500,HOWARD AVENUE ASSOCIATES,20.0,1930.0,1.0,9.4,8.6,668 Howard Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3035330037.0,40.6655489,-73.9197618
9575472,3035110065,36047090000,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,1.0,479250,HOWARD AVENUE ASSOCIATES,16.0,1930.0,1.0,10.1,6.5,642 Howard Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3035110065.0,40.666356,-73.9199627
9512671,3031050001,36047049100,Williamsburg/Greenpoint,City Council District 34,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,,,2821500,NYC HOUSING AUTHORITY,51.0,1971.0,1.0,12.8,6.0,22 Manhattan Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3031050001.0,40.7032682,-73.9440143
9512732,3031050109,36047049100,Williamsburg/Greenpoint,City Council District 34,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,,,3226950,NYC HOUSING AUTHORITY,80.0,1975.0,1.0,12.5,13.1,60 Moore Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3031050109.0,40.7033173,-73.9434769
9514079,3030960001,36047049100,Williamsburg/Greenpoint,City Council District 34,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,,,1947150,NYC HOUSING AUTHORITY,65.0,1965.0,1.0,9.5,4.1,50 Manhattan Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3030960001.0,40.7039791,-73.9441183
9514080,3030960014,36047049100,Williamsburg/Greenpoint,City Council District 34,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,,,2252250,NYC HOUSING AUTHORITY,72.0,1965.0,1.0,13.9,11.2,70 Seigel Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3030960014.0,40.7040558,-73.9437287
9558729,3030800050,36047049300,Bushwick,City Council District 34,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,,,1984050,NYC HOUSING AUTHORITY,72.0,1972.0,1.0,11.8,9.5,125 Seigel Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3030800050.0,40.7047849,-73.9417336
9567081,3030800040,36047049300,Bushwick,City Council District 34,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,,,1852650,NYC HOUSING AUTHORITY,53.0,1972.0,1.0,10.3,5.4,101 Humboldt Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3030800040.0,40.7049631,-73.9413331
9567082,3030800070,36047049300,Bushwick,City Council District 34,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,,,2000250,NYC HOUSING AUTHORITY,58.0,1972.0,1.0,9.8,5.7,111 Humboldt Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3030800070.0,40.705054,-73.9419317
9567079,3030800010,36047049300,Bushwick,City Council District 34,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,,,9279000,NYC HOUSING AUTHORITY,248.0,1972.0,1.0,11.5,7.2,160 Boerum Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3030800010.0,40.705485,-73.9420287
9567116,3030810080,36047049300,Bushwick,City Council District 34,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,,,1782900,NYC HOUSING AUTHORITY,51.0,1972.0,1.0,9.7,4.7,110 Humboldt Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3030810080.0,40.7050507,-73.9408461
9558730,3030810001,36047049300,Bushwick,City Council District 34,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,,,1917450,NYC HOUSING AUTHORITY,65.0,1972.0,1.0,10.4,4.7,130 Humboldt Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3030810001.0,40.7057369,-73.9408527
9558732,3030810060,36047049300,Bushwick,City Council District 34,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,,,2105100,NYC HOUSING AUTHORITY,65.0,1972.0,1.0,10.0,3.5,155 Seigel Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3030810060.0,40.7049324,-73.9402186
9558733,3030810075,36047049300,Bushwick,City Council District 34,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,,,1976850,NYC HOUSING AUTHORITY,65.0,1972.0,1.0,9.6,5.5,124 Humboldt Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3030810075.0,40.7055692,-73.9403227
9567115,3030810070,36047049300,Bushwick,City Council District 34,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,,,1976850,NYC HOUSING AUTHORITY,65.0,1972.0,1.0,9.5,5.1,175r Seigel Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3030810070.0,40.705248,-73.9402688
9567084,3030810050,36047049300,Bushwick,City Council District 34,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,,,1985850,NYC HOUSING AUTHORITY,65.0,1972.0,1.0,9.5,6.8,330 Bushwick Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3030810050.0,40.7051626,-73.9396882
9558731,3030810040,36047049300,Bushwick,City Council District 34,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,,,1976850,NYC HOUSING AUTHORITY,65.0,1972.0,1.0,9.9,4.6,300 Bushwick Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3030810040.0,40.7058187,-73.9398319
9763418,3081910001,36047098200,Flatlands/Canarsie,City Council District 42,BK 18 - Flatlands/Canarsie,Brooklyn,New York City,1.0,,6105600,NYC HOUSING AUTHORITY,255.0,1952.0,4.0,8.3,10.2,757 East 103 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3081910001.0,40.647807,-73.8962659
9763419,3081930001,36047098200,Flatlands/Canarsie,City Council District 42,BK 18 - Flatlands/Canarsie,Brooklyn,New York City,1.0,,6250050,NYC HOUSING AUTHORITY,239.0,1951.0,6.0,9.4,7.4,10609 Flatlands Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3081930001.0,40.6489719,-73.8944586
9711384,3081580205,36047098200,Flatlands/Canarsie,City Council District 42,BK 18 - Flatlands/Canarsie,Brooklyn,New York City,,,5656050,NYC HOUSING AUTHORITY,187.0,1951.0,4.0,13.4,5.7,10835 Flatlands Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3081580205.0,40.6501643,-73.8927161
9763642,3081740001,36047098200,Flatlands/Canarsie,City Council District 42,BK 18 - Flatlands/Canarsie,Brooklyn,New York City,1.0,,10978650,NYC HOUSING AUTHORITY,424.0,1951.0,8.0,9.6,11.3,620 East 108 Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3081740001.0,40.6504501,-73.8961032
9529465,3036280001,36047092000,Brownsville/Ocean Hill,City Council District 42,BK 16 - Brownsville,Brooklyn,New York City,1.0,1.0,10982700,"PLAZA RESIDENCES, LP",385.0,1969.0,3.0,,,240 Lott Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3036280001.0,40.657679,-73.9046122
9576869,3036390035,36047092200,Brownsville/Ocean Hill,City Council District 42,BK 16 - Brownsville,Brooklyn,New York City,1.0,,3966300,CHV 210-214 HEGEMAN AVENUE HOUSING DEVEL OPMENT FUN,71.0,2019.0,1.0,26.3,7.0,210 Hegeman Avenue,Breakdown available,20.0,0.0,0.0,0.0,0.0,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3036390035.0,40.6565421,-73.9039362
9581787,3036697501,36047119800,East New York/Starrett City,City Council District 37,BK 05 - East New York/Starrett City,Brooklyn,New York City,,1.0,17947800,"2618 FULTON STREET REALTY, LLC",218.0,2020.0,1.0,,,62 Pennsylvania Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3036697501.0,40.6767794,-73.8975908
9529997,3036940009,36047090800,Brownsville/Ocean Hill,City Council District 37,BK 16 - Brownsville,Brooklyn,New York City,1.0,1.0,629550,"HP SACKMAN HOUSING DEVELOPMENT FUND COMP ANY, INC.",38.0,1920.0,1.0,5.9,7.5,219 Sackman Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3036940009.0,40.6725838,-73.9053515
9578117,3036967501,36047090800,Brownsville/Ocean Hill,City Council District 37,BK 16 - Brownsville,Brooklyn,New York City,1.0,1.0,9495000,UNAVAILABLE OWNER,161.0,2016.0,1.0,,,91 Junius Street,Breakdown available,12.0,41.0,8.0,3.0,0.0,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3036967501.0,40.6727195,-73.9034839
9578355,3037370001,36047114400,Brownsville/Ocean Hill,City Council District 42,BK 05 - East New York/Starrett City,Brooklyn,New York City,1.0,1.0,8158500,2060 PITKIN HOUSING DEVELOPMENT FUND COR PORATION,168.0,1972.0,2.0,14.1,16.5,2060 Pitkin Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3037370001.0,40.6711651,-73.8962187
9578664,3037717501,36047115600,Brownsville/Ocean Hill,City Council District 42,BK 05 - East New York/Starrett City,Brooklyn,New York City,1.0,1.0,5748300,GRANVILLE PAYNE CONDOMINIUM,103.0,2007.0,1.0,,,626 Sutter Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3037717501.0,40.6689304,-73.8956887
9585163,3037770002,36047091000,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,,1.0,12823650,NYC HOUSING AUTHORITY,180.0,2019.0,1.0,,,Dumont Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3037770002.0,40.6651555,-73.9042302
9532618,3037820130,36047113400,Brownsville/Ocean Hill,City Council District 42,BK 05 - East New York/Starrett City,Brooklyn,New York City,1.0,1.0,1441800,"GENESIS NP, LP",52.0,2000.0,1.0,,,360 Snediker Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3037820130.0,40.6659757,-73.9004081
9532619,3037820140,36047113400,Brownsville/Ocean Hill,City Council District 42,BK 05 - East New York/Starrett City,Brooklyn,New York City,1.0,1.0,2218950,DUMONT ASSOC LIMITED,98.0,2010.0,1.0,,,350 Snediker Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3037820140.0,40.6665467,-73.9005587
9584622,3037940028,36047091000,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,,7366500,CHV 603 MOTHER GASTON BLVD HOUSING DEV.  FUND CORP.,101.0,2015.0,1.0,22.3,8.7,603 Mother Gaston Blvd,Breakdown available,0.0,20.0,5.0,0.0,0.0,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3037940028.0,40.6641571,-73.9050895
9533005,3037990026,36047113200,Brownsville/Ocean Hill,City Council District 42,BK 05 - East New York/Starrett City,Brooklyn,New York City,1.0,1.0,3753000,BEVERLYS PLACE HOUSING DEVELOPMENT FUND  CORP,72.0,2018.0,1.0,,,404 Snediker Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3037990026.0,40.664894,-73.9001538
9584402,3037997501,36047113200,Brownsville/Ocean Hill,City Council District 42,BK 05 - East New York/Starrett City,Brooklyn,New York City,,1.0,6172875,HELP LIVONIA II HOUSING DEVELOPMENT FUND  CORP,57.0,2018.0,1.0,,,463 Livonia Avenue,Breakdown available,0.0,21.0,18.0,2.0,0.0,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3037997501.0,40.6640788,-73.9001767
9584485,3038020038,36047113000,Brownsville/Ocean Hill,City Council District 42,BK 05 - East New York/Starrett City,Brooklyn,New York City,1.0,1.0,2410200,LIVONIA TERRACE HDFC,60.0,1971.0,5.0,11.3,14.4,446 Alabama Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3038020038.0,40.6649354,-73.8972809
9584777,3038030001,36047113000,Brownsville/Ocean Hill,City Council District 42,BK 05 - East New York/Starrett City,Brooklyn,New York City,1.0,1.0,1156950,LIVONIA TERRACE HDFC,39.0,1916.0,2.0,9.5,12.9,475 Alabama Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3038030001.0,40.6646137,-73.8966182
9578888,3038030011,36047113000,Brownsville/Ocean Hill,City Council District 42,BK 05 - East New York/Starrett City,Brooklyn,New York City,1.0,1.0,3364200,LIVONIA TERRACE HDFC,84.0,1971.0,9.0,10.2,13.6,443 Alabama Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3038030011.0,40.665212,-73.8965272
9533146,3038057501,36047112600,Brownsville/Ocean Hill,City Council District 42,BK 05 - East New York/Starrett City,Brooklyn,New York City,1.0,1.0,4189943,UNAVAILABLE OWNER,52.0,,1.0,,,491 Sheffield Avenue,https://furmancenter.org/files/CoreData/housing-connect-lottery-files/170.pdf,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3038057501.0,40.6649222,-73.8948046
9585458,3038070042,36047112600,Brownsville/Ocean Hill,City Council District 42,BK 05 - East New York/Starrett City,Brooklyn,New York City,1.0,1.0,264600,"SHEFFIELD CLUSTER DEVELOPMENT, L.P.",6.0,1930.0,1.0,,,568 Vermont Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3038070042.0,40.6653977,-73.892515
9534004,3038080010,36047112600,Brownsville/Ocean Hill,City Council District 42,BK 05 - East New York/Starrett City,Brooklyn,New York City,1.0,,241650,THE WYONA LIMITED PARTNERSHIP,20.0,1999.0,1.0,4.6,7.5,549 Vermont Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3038080010.0,40.6658583,-73.892042
9534006,3038080036,36047112600,Brownsville/Ocean Hill,City Council District 42,BK 05 - East New York/Starrett City,Brooklyn,New York City,1.0,1.0,271350,NEW SIERRA LIMITED PARTNERSHIP,20.0,1999.0,1.0,4.8,7.5,510 Wyona Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3038080036.0,40.6659074,-73.8916959
9534005,3038080011,36047112600,Brownsville/Ocean Hill,City Council District 42,BK 05 - East New York/Starrett City,Brooklyn,New York City,1.0,1.0,1388250,WYONA LIMITED PARTNERSHIP,74.0,1930.0,1.0,,,523 Vermont Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3038080011.0,40.6662892,-73.8919764
9585849,3038170043,36047113200,Brownsville/Ocean Hill,City Council District 42,BK 05 - East New York/Starrett City,Brooklyn,New York City,1.0,,381600,SHEFFIELD CLUSTER DE,14.0,1930.0,1.0,,,504 Hinsdale Street,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3038170043.0,40.6626529,-73.8986145
9585927,3038177501,36047113200,Brownsville/Ocean Hill,City Council District 42,BK 05 - East New York/Starrett City,Brooklyn,New York City,1.0,1.0,6221367,L2 HOUSING DEVELOPMENT FUND CORPORATION,90.0,2016.0,1.0,,,500 Livonia Avenue,https://furmancenter.org/files/CoreData/housing-connect-lottery-files/591.pdf,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3038177501.0,40.6637705,-73.899085
9534390,3038180033,36047113000,Brownsville/Ocean Hill,City Council District 42,BK 05 - East New York/Starrett City,Brooklyn,New York City,1.0,,384300,"HPENY HOUSING DEVELOPMENT FUND COMPANY,  INC.",13.0,1930.0,1.0,11.2,6.0,486 Williams Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3038180033.0,40.6638353,-73.8979495
9579181,3038180035,36047113000,Brownsville/Ocean Hill,City Council District 42,BK 05 - East New York/Starrett City,Brooklyn,New York City,1.0,,386550,"HPENY HOUSING DEVELOPMENT FUND COMPANY,  INC.",13.0,1930.0,1.0,10.7,7.0,490 Williams Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3038180035.0,40.6637145,-73.8979208
9534393,3038180037,36047113000,Brownsville/Ocean Hill,City Council District 42,BK 05 - East New York/Starrett City,Brooklyn,New York City,1.0,,369000,"HPENY HOUSING DEVELOPMENT FUND COMPANY,  INC.",13.0,1930.0,1.0,11.2,5.9,496 Williams Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3038180037.0,40.6635965,-73.8978886
9763318,3081580001,36047098200,Flatlands/Canarsie,City Council District 42,BK 18 - Flatlands/Canarsie,Brooklyn,New York City,,,17527050,NYC HOUSING AUTHORITY,515.0,1950.0,10.0,11.2,11.7,254 Stanley Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3081580001.0,40.652505,-73.8950801
9532693,3016880001,36047038100,North Crown Heights/Prospect Heights,City Council District 41,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,1.0,,23274000,NYC HOUSING AUTHORITY,896.0,1980.0,15.0,7.4,11.5,291 Patchen Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3016880001.0,40.6803652,-73.9238614
9518416,3014600001,36047036300,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,,5387850,NYC HOUSING AUTHORITY,200.0,1985.0,2.0,10.4,8.0,349 Thomas S Boyland St,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3014600001.0,40.6728013,-73.9131452
9579258,3035440001,36047091200,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,,,25920450,NYC HOUSING AUTHORITY,618.0,1954.0,12.0,,,284 Rockaway Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3035440001.0,40.6664928,-73.9083232
9580055,3035610001,36047091200,Brownsville/Ocean Hill,City Council District 41,BK 16 - Brownsville,Brooklyn,New York City,1.0,,24909300,NYC HOUSING AUTHORITY,720.0,1975.0,15.0,10.7,11.4,619 Rockaway Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3035610001.0,40.665139,-73.9075356
9654222,3070560014,36047032600,Coney Island,City Council District 47,BK 13 - Coney Island,Brooklyn,New York City,1.0,,11142900,NYC HOUSING AUTHORITY,243.0,1969.0,3.0,,,2946 West 23 Street,Information unavailable,,,,,,In 2020s Floodplain,"Has Subsidies, Borough is ""Brooklyn""",3070560014.0,40.5748035,-73.9903888
9654232,3070570012,36047032600,Coney Island,City Council District 47,BK 13 - Coney Island,Brooklyn,New York City,,,8565750,NYC HOUSING AUTHORITY,226.0,1969.0,3.0,,,2945 West 23 Street,Information unavailable,,,,,,In 2020s Floodplain,"Has Subsidies, Borough is ""Brooklyn""",3070570012.0,40.5750147,-73.9893485
9671732,3070150015,36047032600,Coney Island,City Council District 47,BK 13 - Coney Island,Brooklyn,New York City,,,5537250,NYC HOUSING AUTHORITY,214.0,1969.0,1.0,9.2,11.6,2832 West 23 Street,Information unavailable,,,,,,In 2020s Floodplain,"Has Subsidies, Borough is ""Brooklyn""",3070150015.0,40.5771888,-73.9908925
9534395,3038180039,36047113000,Brownsville/Ocean Hill,City Council District 42,BK 05 - East New York/Starrett City,Brooklyn,New York City,1.0,1.0,477000,"HPENY HOUSING DEVELOPMENT FUND COMPANY,  INC.",13.0,1930.0,1.0,12.7,7.7,502 Williams Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3038180039.0,40.6634757,-73.8978599
9534398,3038180041,36047113000,Brownsville/Ocean Hill,City Council District 42,BK 05 - East New York/Starrett City,Brooklyn,New York City,1.0,,483300,"HPENY HOUSING DEVELOPMENT FUND COMPANY,  INC.",16.0,1930.0,1.0,10.8,10.8,508 Williams Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3038180041.0,40.6633412,-73.8978241
9579182,3038180043,36047113000,Brownsville/Ocean Hill,City Council District 42,BK 05 - East New York/Starrett City,Brooklyn,New York City,1.0,1.0,656100,"HPENY HOUSING DEVELOPMENT FUND COMPANY,  INC.",16.0,1930.0,1.0,13.4,9.7,514 Williams Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3038180043.0,40.6631984,-73.8977882
9579183,3038180046,36047113000,Brownsville/Ocean Hill,City Council District 42,BK 05 - East New York/Starrett City,Brooklyn,New York City,1.0,1.0,510300,"HPENY HOUSING DEVELOPMENT FUND COMPANY,  INC.",16.0,1930.0,1.0,11.2,8.8,520 Williams Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3038180046.0,40.6630584,-73.8977524
9579184,3038180049,36047113000,Brownsville/Ocean Hill,City Council District 42,BK 05 - East New York/Starrett City,Brooklyn,New York City,1.0,,472050,"HPENY HOUSING DEVELOPMENT FUND COMPANY,  INC.",16.0,1930.0,1.0,10.2,6.6,526 Williams Avenue,Information unavailable,,,,,,Not in floodplain,"Has Subsidies, Borough is ""Brooklyn""",3038180049.0,40.6629156,-73.8977166
